age,salary,average_call_duration,day_call_month,evening_call_month,night_call_month,other_cities_call,other_country_call,landline_phones_share,sms_month
26,61974,6.9,33,93,2,7,0,6,10
26,43758,3.4,91,87,73,5,0,14,27
26,245,2,46,110,0,26,0,10,23
26,26518,2.3,57,99,4,34,0,10,56
26,92521,6.9,50,139,1,6,0,11,9
26,31774,4.3,31,72,0,0,0,22,23
26,15575,2.5,51,17,0,31,0,16,5
26,57457,5.5,56,85,0,5,0,10,18
26,22843,2.2,68,67,0,42,1,2,36
26,15456,1.6,67,44,0,0,0,15,25
26,79281,9.8,63,35,6,0,0,1,6
26,34692,2.8,50,106,0,0,0,12,5
26,69885,6.9,48,92,0,33,0,20,14
26,24504,2.4,94,66,54,5,0,0,94
26,32116,3.1,67,53,0,28,0,4,57
26,1848,1.5,55,98,2,0,0,4,36
26,84882,8.6,65,50,0,3,0,5,36
26,26601,2.4,57,127,38,12,0,10,85
26,139478,9.2,58,157,0,0,0,26,14
26,75828,9.3,42,69,0,17,0,10,14
26,41615,4.1,43,84,0,1,0,5,23
26,43265,4.8,52,66,5,5,0,4,47
26,14196,1.3,40,100,0,0,0,9,12
26,85084,7.4,83,62,3,2,1,30,62
26,11027,7.2,110,155,31,47,0,2,84
26,27387,2.5,55,77,3,23,1,1,11
26,44268,5.1,74,20,0,10,0,18,22
26,147108,9.2,103,140,47,16,0,13,66
26,13504,2,55,27,2,23,0,20,1
27,24595,2.7,62,55,0,0,0,19,23
27,24321,2.3,49,97,0,5,0,6,27
27,6872,9.3,58,31,8,42,0,17,35
27,61611,4.8,59,116,5,0,3,13,47
27,39634,3.4,49,114,0,0,0,23,24
27,12495,1.4,53,52,3,0,1,16,2
27,13122,9,96,123,48,32,1,8,104
27,19906,2.5,35,76,0,1,1,2,32
27,3465,4.3,55,45,7,0,2,4,8
27,221523,8.4,296,118,0,27,0,23,13
27,90677,6.5,48,150,4,26,0,21,14
27,18498,1.2,62,154,0,40,1,8,14
27,99012,7.4,91,119,26,15,2,0,83
27,30417,2.5,57,109,4,0,0,11,15
27,12345,1.2,67,65,3,1,3,5,18
27,84324,7.8,114,64,40,4,0,10,165
27,52285,5.4,68,54,4,5,0,7,9
27,59052,3.8,55,144,0,32,1,23,22
27,107682,7.6,117,115,55,15,2,4,131
27,24524,2.2,56,96,0,31,3,6,11
27,63464,5.4,96,49,1,5,0,13,54
27,104742,8.7,79,77,2,0,0,10,32
27,51922,3.9,53,135,0,5,0,25,35
27,47334,4.2,52,88,0,9,0,30,10
27,27869,3.5,40,68,0,29,0,2,32
27,56448,5.6,55,66,2,1,0,17,37
27,26971,2.9,39,91,0,32,0,23,5
27,4369,5.7,45,45,3,1,0,26,7
27,61783,5.3,54,107,0,3,0,13,45
27,26162,2.5,38,95,3,33,0,5,28
27,258036,8.2,347,147,0,7,0,25,0
27,25639,2.3,38,121,0,0,1,13,8
27,5166,3.6,43,144,0,2,0,13,6
27,32105,2.4,109,57,0,0,0,4,18
27,6657,1.1,41,34,6,0,0,10,25
27,98498,8.2,95,89,72,2,0,9,33
27,385,5,51,38,0,2,0,15,32
27,5047,2.8,113,97,3,9,0,15,20
27,33348,2.4,70,99,3,28,0,26,37
27,15594,1.7,91,14,4,21,0,2,30
27,15154,1.3,50,113,0,0,0,21,21
27,82677,9.3,53,52,0,3,0,23,61
27,11635,1.3,70,42,1,0,0,10,47
27,1302,2,50,22,0,0,0,4,45
27,28217,2.9,48,71,0,0,0,16,15
27,78275,6.4,94,119,22,12,2,12,33
27,19798,2.4,62,40,3,28,0,14,36
27,54282,5.7,47,82,3,3,0,11,34
27,2018,3.2,48,32,0,45,0,13,42
27,8115,1.4,46,26,0,5,0,9,41
27,1195,1.4,91,6,0,1,0,23,5
27,32487,3.9,57,36,6,1,2,15,59
27,144144,10,101,152,22,9,2,11,49
27,26193,1.6,68,160,2,4,0,0,27
27,242424,16,142,114,43,2,0,0,98
27,100508,7.8,111,110,30,2,0,10,22
27,101965,9,126,64,35,4,0,4,72
27,52132,3.3,61,160,4,0,0,13,57
27,27181,1.7,106,102,0,37,0,8,15
27,408,3.5,68,86,2,2,0,3,16
27,1911,2,68,51,6,0,0,5,30
27,27972,3.7,41,50,0,0,0,1,2
27,9721,1.4,37,57,0,4,2,28,18
27,26754,2,105,60,4,33,3,29,20
27,95588,8.2,98,100,31,7,0,11,21
27,246646,8,409,75,0,5,9,11,11
27,23887,2.5,53,61,3,0,0,30,64
27,50936,6.3,36,63,3,0,0,11,3
27,142506,10,93,125,86,22,2,15,116
27,12052,1.1,63,83,0,6,0,6,21
27,32678,3.8,48,67,0,29,3,1,29
27,25063,2.1,47,102,5,31,0,16,30
27,15651,2.7,58,8,4,15,0,0,37
27,27783,2.1,66,96,0,0,0,29,41
27,47264,3.2,101,69,0,3,0,12,14
28,3322,3.5,50,76,4,0,0,27,28
28,141911,9.4,115,137,49,3,0,10,98
28,11935,1.1,55,78,0,19,0,5,27
28,39988,2.7,51,159,3,36,0,4,9
28,76041,5.1,103,66,4,4,1,20,63
28,59747,3.9,83,122,3,0,0,14,10
28,23008,2.4,41,90,5,22,0,15,36
28,105618,7.8,87,108,106,14,0,13,60
28,45259,3.5,48,134,2,2,1,17,13
28,74975,5.5,45,151,0,0,0,20,25
28,13965,2.1,39,39,2,0,0,12,5
28,28754,3.7,46,53,8,0,0,19,15
28,26627,2.2,51,118,0,31,0,12,18
28,72203,5.8,92,118,36,13,0,14,65
28,51734,3.7,65,125,5,0,1,14,42
28,121485,8.9,52,119,6,1,1,1,22
28,22027,2.8,45,58,3,6,0,2,34
28,237006,10.8,243,59,23,8,9,25,15
28,9125,1.1,60,31,5,3,1,11,6
28,52454,4.3,49,121,3,0,0,11,7
28,34334,3.5,49,82,6,1,0,11,9
28,78064,5.7,89,89,2,0,0,20,70
28,31531,3,58,80,6,2,0,11,9
28,330628,12.8,263,136,13,43,0,6,8
28,3613,3.1,54,89,3,32,0,8,54
28,215905,12.6,176,83,20,9,8,29,9
28,1567,1.2,81,91,0,37,0,19,35
28,8676,1.2,37,59,5,0,0,25,13
28,12501,2.5,43,18,1,4,0,20,22
28,161406,9.8,118,140,33,9,0,2,178
28,46374,5.6,54,54,0,5,0,28,17
28,51425,3.9,37,155,0,33,0,5,6
28,138552,9.2,101,137,26,10,0,4,106
28,33538,3.9,32,90,0,0,0,11,63
28,34761,3.4,52,85,5,16,2,12,16
28,18651,2.4,49,53,0,0,2,26,23
28,35736,3.3,52,97,0,0,0,4,24
28,861,8.2,70,52,0,45,0,22,31
28,28378,2.7,82,47,4,2,0,8,34
28,27258,2.2,56,98,0,3,0,29,66
28,117079,8.2,90,120,103,13,0,0,152
28,94938,8.1,62,96,0,31,1,5,3
28,50375,3.7,74,88,5,0,0,22,8
28,1503,7.8,176,119,15,6,10,17,13
28,22168,2.9,38,67,0,3,0,12,18
28,83538,5.2,109,75,3,0,0,15,20
28,15058,7.7,105,159,0,38,0,16,22
28,198132,12.8,118,121,89,13,0,4,75
28,118253,8.4,61,135,0,22,0,22,27
28,27174,1.8,107,86,0,12,1,23,23
28,12963,1.1,65,93,0,0,2,18,5
28,3343,3.2,47,97,2,43,0,7,53
28,41915,4,67,70,1,10,0,24,52
28,27659,2.6,70,69,0,2,2,19,42
28,344855,11.8,352,55,21,50,5,29,9
28,20091,1.9,46,101,0,0,2,19,24
28,4895,4.7,80,48,5,0,0,12,30
28,32411,2.4,58,130,0,0,0,11,41
28,3801,7.8,31,32,3,1,0,23,41
28,154918,8,221,73,20,36,0,15,9
28,5598,5.2,56,88,4,40,0,4,25
28,143423,13.2,99,86,28,14,0,10,90
28,36475,2.8,70,105,3,4,1,1,40
28,7695,8,55,71,4,29,0,9,59
28,36156,4.4,50,57,4,33,0,2,41
28,18014,1.4,62,114,0,0,0,29,22
28,3381,2.8,91,42,5,4,2,1,20
28,30672,3,70,60,3,10,0,21,6
28,26754,3.5,54,44,0,0,0,7,23
28,22422,2.2,45,97,0,22,0,29,28
28,99245,9.5,63,75,0,0,1,1,19
28,65101,4,85,134,3,3,1,17,39
28,40513,4,43,97,2,19,2,4,13
29,55692,3.4,97,96,2,0,0,0,49
29,23722,2.8,33,86,0,1,0,3,55
29,19775,18.2,100,78,42,38,0,0,62
29,13772,4.7,31,3,0,0,0,21,12
29,63543,4.4,136,111,35,7,2,0,86
29,25949,2.2,58,87,1,42,0,3,10
29,105662,8.2,112,108,32,6,0,12,83
29,9009,1.3,38,46,0,0,0,27,21
29,85505,7,58,91,3,0,0,18,26
29,109212,7.6,103,121,31,8,0,6,85
29,46224,3.4,111,121,34,5,0,0,58
29,125744,9.8,112,73,100,4,0,2,114
29,8918,9.1,56,59,4,0,0,19,53
29,81332,9.8,61,76,30,7,0,9,126
29,126606,8.8,90,129,89,7,0,3,168
29,28936,7.9,34,9,1,7,0,24,2
29,24868,2.9,55,43,3,21,0,24,67
29,115864,8.6,81,97,1,0,3,15,18
29,37914,2.4,65,156,2,0,0,0,24
29,85484,8.6,48,75,0,7,1,15,16
29,77168,5.3,106,58,0,28,0,20,12
29,34194,2.2,107,92,2,0,1,16,11
29,16253,2.7,54,18,1,17,2,0,43
29,95066,8.2,64,92,0,21,0,6,12
29,919,6.3,90,98,8,3,2,7,20
29,216972,19.6,79,94,23,7,0,4,61
29,18594,2.1,55,61,0,28,0,13,59
29,16256,2.2,54,40,0,0,0,25,20
29,343636,10.8,414,76,19,26,0,25,10
29,34736,4.1,57,53,0,0,0,0,36
29,47376,4.7,59,59,4,28,0,19,26
29,7076,6.9,67,52,1,4,0,2,18
29,100289,9.6,45,100,2,0,0,20,12
29,225683,14.2,168,74,15,29,6,24,12
29,305,3.8,53,52,0,0,0,3,14
29,125842,8.6,110,134,48,5,0,11,83
29,68624,6.3,81,57,0,0,0,28,43
29,67076,8.1,43,69,0,6,0,10,11
29,100992,6.4,119,121,46,2,0,8,86
29,23856,2.4,39,86,2,6,0,7,45
29,1197,1.2,46,76,3,0,1,11,32
29,15957,1.5,59,84,0,31,0,1,35
29,6006,6.5,67,34,6,0,0,7,21
29,327516,19.6,112,150,33,8,0,5,120
29,89604,7.6,54,119,47,11,0,0,120
29,8714,1.2,58,32,0,0,0,15,31
29,2164,2.7,57,33,3,41,0,11,20
29,87931,6.8,67,108,2,0,0,30,22
29,21811,3.2,49,38,0,3,0,3,48
29,54667,2.8,109,153,1,0,0,16,25
29,132651,8.6,133,132,35,12,0,8,89
29,163363,11,113,134,50,49,0,5,120
29,44821,3.8,60,81,5,44,0,0,8
29,13989,1.2,59,100,0,0,1,9,24
29,44386,5.2,55,57,0,0,0,16,47
29,7506,6,80,115,27,7,0,0,74
29,34334,4.9,53,35,0,3,0,2,19
29,20161,1.5,61,125,0,0,0,27,38
29,53366,3.6,92,133,93,2,2,4,124
29,21403,1.5,77,114,2,0,0,18,42
29,177156,14.8,95,85,39,24,0,0,72
29,1953,1.8,31,111,0,0,0,20,20
29,10203,1.1,43,71,3,0,0,1,3
29,114807,7.7,52,140,0,25,0,17,15
29,53865,5.7,38,81,0,0,0,20,45
29,66439,7,52,76,0,5,0,24,10
29,34411,3.7,68,48,4,4,0,1,19
29,6784,5,120,112,33,12,0,6,51
29,116036,8.8,99,120,45,12,0,12,142
29,119934,8.4,112,138,23,19,0,7,100
29,15154,1.3,41,124,2,0,0,22,26
29,64649,5.1,111,41,2,0,0,12,28
29,81536,6.4,78,90,0,1,0,14,14
29,42555,3.1,43,153,3,0,1,0,20
29,8867,1.6,57,3,8,0,0,9,40
29,14196,10,107,139,28,18,0,15,38
29,5003,5.1,45,90,0,0,0,2,5
29,46246,4.4,92,67,67,15,0,0,78
29,238032,14.4,117,131,55,3,0,0,37
29,13923,10,100,133,44,7,2,9,29
29,85205,6.4,47,143,0,31,0,7,43
29,63858,5.8,65,95,47,6,0,10,74
29,40033,2.4,147,139,39,13,0,14,73
29,61713,5.6,56,94,0,22,0,0,16
29,16307,1.6,75,55,0,5,0,22,14
29,96323,7.3,65,96,3,0,0,7,9
29,114354,8.8,104,114,40,2,0,0,21
29,54948,3.8,120,88,66,8,0,2,179
29,15562,1.4,67,80,1,0,1,0,46
29,54272,5.6,97,70,21,14,0,0,19
29,61114,7.8,56,43,2,1,0,14,69
29,114354,8.8,53,147,76,5,0,8,108
29,53999,4.6,70,119,52,4,0,15,96
29,26028,1.8,55,150,0,1,0,28,8
29,224084,6.6,418,108,14,86,0,36,8
29,108894,7.2,101,122,108,7,1,0,72
29,80606,7.4,66,77,2,0,0,2,14
30,31882,3.5,50,72,0,2,0,12,26
30,34959,2.8,69,96,6,7,1,6,3
30,163112,15.6,70,109,25,44,0,9,63
30,26887,2.3,60,82,2,0,0,9,19
30,1804,2.4,64,28,0,0,0,4,32
30,46998,3.4,86,96,0,0,0,29,35
30,71497,9.2,58,40,0,13,0,1,19
30,152292,9.8,106,131,44,4,0,10,114
30,2868,20,106,101,64,5,0,0,101
30,350532,20,124,155,84,8,0,7,59
30,17027,1.1,71,141,4,26,1,9,9
30,70274,5.6,55,117,4,0,1,5,34
30,46579,3.8,116,81,55,6,2,14,93
30,175069,12.8,135,67,97,20,0,8,87
30,21168,2.1,82,28,0,1,0,12,11
30,97278,6.2,123,88,101,7,3,7,50
30,136363,9,118,137,45,9,2,0,68
30,58591,6.3,58,64,2,0,0,11,14
30,24136,1.6,70,116,3,0,0,16,1
30,33175,2.4,62,129,2,41,0,25,59
30,24098,2.6,59,60,5,3,0,5,17
30,37366,2.8,99,68,5,0,0,9,20
30,29162,4.2,38,55,0,26,0,1,23
30,25837,2.6,69,58,2,31,0,6,24
30,42297,4,69,69,0,4,0,10,45
30,102703,7.6,117,106,49,18,0,12,69
30,37838,3,48,130,2,38,2,10,25
30,27805,4.5,36,45,4,0,0,15,20
30,42867,4.3,67,61,3,0,0,4,38
30,307837,14.6,267,51,26,23,0,19,13
30,26627,2.2,52,117,0,38,0,6,31
30,26754,3.5,45,57,0,0,0,16,37
30,54018,6.4,52,59,1,26,0,7,14
30,131362,9.8,106,124,31,5,0,10,52
30,47453,4.7,40,100,3,0,0,6,13
30,40716,2.6,87,125,98,43,1,14,88
30,113786,8,98,127,71,41,0,8,54
30,99365,8.5,52,93,2,13,0,5,18
30,57629,8.3,66,16,0,7,0,25,11
30,14855,2.2,69,9,0,0,0,24,22
30,43087,3.8,53,103,2,14,0,24,36
30,77008,8.2,58,79,70,6,3,14,51
30,18881,1.9,72,54,0,0,0,0,36
30,83683,5.8,55,147,3,0,1,15,22
30,102582,8.8,107,84,45,6,0,8,58
30,18984,2.4,58,31,0,0,0,8,31
30,135211,8.2,143,136,46,46,2,1,171
30,18053,2.6,55,29,4,0,1,26,56
30,51324,3.9,55,111,0,0,0,1,13
30,145029,11.4,105,113,30,12,2,2,53
30,16581,1.9,33,90,0,23,0,12,23
30,176522,12.2,108,141,32,49,0,0,77
30,31248,3.6,44,62,0,7,0,13,47
30,7112,1.1,37,47,5,4,3,22,25
30,98204,9.2,99,85,23,21,0,0,88
30,99394,8.2,117,82,46,12,0,2,72
30,73573,7.7,62,62,0,0,0,15,27
30,61414,7.4,60,80,24,10,0,2,130
30,22168,4,33,40,0,25,0,14,63
30,47138,3.7,99,60,0,0,0,24,44
30,19129,2.2,50,65,1,32,0,10,62
30,88823,8.4,83,49,0,33,0,12,19
30,111313,7.4,108,115,105,3,0,12,81
30,416003,13.4,333,94,33,39,11,2,6
30,47077,3.9,66,93,7,2,2,23,39
30,24843,4,45,34,1,5,0,2,21
30,28818,2.6,53,100,0,4,0,16,61
30,23553,2.9,33,79,3,0,0,11,2
30,37188,4.2,63,49,2,5,0,15,15
30,49189,5.4,53,68,0,0,2,6,17
30,88255,7.2,115,99,21,37,0,8,59
30,29493,2,102,85,5,0,0,21,69
30,40186,3.2,113,97,40,9,2,13,129
30,59617,4.9,67,96,0,36,3,6,64
30,439224,13.6,362,140,10,5,0,15,10
30,253985,11.2,252,104,0,22,10,36,4
30,707,5,65,111,0,22,1,22,54
30,101665,7.6,94,115,72,15,3,12,116
30,118045,9.4,98,115,34,15,0,2,27
30,38675,2.6,104,65,3,0,0,11,30
30,24528,2.4,53,70,2,0,0,26,15
30,59317,4.8,70,96,0,0,1,13,4
30,78182,7.4,102,81,21,29,0,12,158
30,7224,4,112,100,0,25,0,20,6
30,12474,1.1,51,90,0,2,0,12,23
30,89352,8.3,71,68,2,44,0,1,59
30,60055,3.4,135,154,69,9,0,11,136
30,204254,10.6,218,67,35,5,5,28,5
30,4536,4.5,47,74,8,26,0,15,21
30,14514,2.1,46,42,3,30,0,30,32
30,465052,13.6,375,102,23,33,5,50,0
30,6552,4.2,104,126,60,24,0,11,81
30,46872,3.1,54,139,2,4,0,22,33
30,8059,8,100,64,41,4,2,3,55
30,75535,4.9,88,118,0,0,0,0,53
30,112858,7.8,108,135,44,4,2,0,96
30,32965,2.3,58,141,4,0,0,1,29
30,13759,1.5,62,56,0,43,3,0,17
30,114573,8.6,91,138,30,44,2,1,23
30,21945,1.9,51,93,0,0,0,0,30
30,14014,1.3,42,95,0,4,0,10,44
30,135495,9.6,94,125,79,4,0,3,28
30,2597,2.7,58,70,0,17,0,15,37
30,13645,1.8,50,49,0,6,0,13,19
30,12756,1.5,39,77,3,4,2,27,57
30,34729,4.7,52,43,0,16,0,15,62
30,40824,3.6,68,66,0,7,0,19,56
30,77077,10,60,35,2,0,0,12,29
30,43443,4,66,76,3,5,1,13,37
30,103587,10.2,67,100,38,10,0,8,140
30,133588,9.3,69,127,3,0,1,14,42
31,192236,14.4,109,123,25,6,0,5,79
31,27432,2.9,43,86,5,0,0,19,48
31,123964,9.6,85,133,37,19,0,14,94
31,3059,2.3,58,109,0,7,0,3,53
31,139369,9.9,99,81,2,6,1,26,8
31,83874,9.9,53,58,0,27,0,10,26
31,2018,3.3,53,20,2,34,0,6,23
31,41201,3.3,68,100,0,0,0,0,18
31,48678,3.8,67,89,0,0,0,0,48
31,15116,2.1,55,36,0,3,0,10,7
31,89339,5.5,108,102,2,3,0,10,23
31,24996,3.6,45,44,4,0,0,2,3
31,18042,12.4,105,120,35,7,0,7,122
31,13186,3.6,34,7,5,7,1,20,7
31,11138,1.3,60,47,7,0,3,0,31
31,56074,5.2,57,105,71,16,0,8,103
31,27748,2.4,65,90,1,5,0,20,22
31,34509,5.5,34,50,1,1,0,10,14
31,1202,1.7,50,41,0,0,0,14,3
31,3278,3.1,63,77,0,0,0,7,48
31,30958,6,33,34,0,19,3,24,21
31,11428,1.3,40,82,0,0,3,1,11
31,216773,15.6,107,121,53,4,0,11,116
31,43093,4.1,61,79,0,7,0,18,46
31,94676,6.8,101,137,34,3,0,14,73
31,22709,4.6,40,20,3,0,0,11,30
31,379932,12.4,382,95,8,39,0,36,10
31,63974,8.3,55,44,0,15,0,9,5
31,33258,2.3,110,72,0,1,0,23,45
31,83948,8.2,59,107,43,45,0,14,99
31,14602,1.4,70,50,0,39,2,1,30
31,58191,5.1,53,88,0,42,2,19,25
31,64564,4.3,106,65,1,2,0,1,47
31,27583,3.7,31,61,3,0,0,7,36
31,1410,9.5,51,159,4,32,0,12,39
31,22168,2.9,52,47,0,0,0,3,13
31,20725,2.7,56,41,1,36,1,20,1
31,64337,4,106,100,5,2,0,24,5
31,41023,4.6,64,50,0,45,0,8,20
31,200808,14.2,125,106,56,5,0,7,46
31,83538,7.2,86,110,33,48,0,4,93
31,81872,4.3,92,142,0,2,0,17,52
31,238779,9,351,60,11,10,5,26,0
31,15228,9.4,101,152,34,5,0,0,142
31,90306,5.8,100,105,109,20,0,15,163
31,14447,1.8,82,11,0,3,0,1,9
31,27209,2.3,43,108,0,0,0,8,10
31,36385,3.4,50,97,0,4,0,13,31
31,13912,2.1,30,61,2,1,0,24,14
31,41488,3.9,58,85,2,0,0,8,21
31,32885,2.5,104,60,1,13,0,20,6
31,63165,6.7,62,61,0,0,0,15,33
31,38516,2.9,74,103,3,42,0,8,65
31,26276,5.5,30,33,0,12,0,17,19
31,45885,3,109,64,3,0,0,6,68
31,23442,3.2,57,35,0,0,0,10,39
31,125143,8,102,133,103,17,2,13,128
31,118438,8.8,102,119,51,37,0,6,65
31,15487,1.5,59,63,3,7,0,1,16
31,65006,6.5,40,101,0,3,0,11,4
31,14982,1.6,58,64,2,0,0,3,21
31,2478,2,44,115,0,3,0,6,10
31,100442,7.2,53,144,2,5,0,11,11
31,358484,12.4,326,79,16,42,9,6,5
31,9933,8.6,65,74,0,0,0,8,24
31,289198,8,410,149,17,9,6,23,0
31,25677,2.9,55,61,2,0,0,26,3
31,50796,3.4,111,111,54,45,0,6,116
31,59405,4,149,96,54,8,3,14,18
31,5061,3,91,113,0,31,0,23,17
31,85982,6.8,107,47,1,0,0,5,8
31,5217,6,65,44,3,2,0,6,11
31,109746,10,71,114,32,40,0,7,16
31,56742,4.2,90,66,0,0,2,27,7
31,107388,7.6,94,95,93,33,2,4,51
31,16358,1.6,57,78,5,1,0,10,42
31,42654,3.1,69,118,2,9,0,14,13
31,305,3.8,41,67,2,0,3,12,29
31,74971,4.6,137,118,87,46,2,10,122
31,22473,2.8,45,63,0,0,0,26,59
31,83906,8.9,57,67,2,31,2,2,58
31,26607,2.1,65,87,6,10,0,24,23
31,2497,2.8,58,57,4,17,2,16,24
31,127016,8.6,143,113,29,46,1,14,21
31,14575,1.1,107,57,0,0,0,6,67
31,796,7.1,59,92,2,3,0,27,25
31,300868,16.4,138,160,76,50,0,12,27
31,41201,2.2,150,138,110,5,0,10,72
31,17549,1.9,48,75,4,4,0,6,11
31,4129,2.8,58,149,1,14,0,1,59
31,87906,7,92,118,40,9,0,4,41
31,37296,3.7,42,85,0,5,0,21,56
31,30744,2.4,66,90,0,0,0,2,21
31,59412,3.5,61,154,5,0,0,17,9
31,34125,2.5,74,91,0,2,0,17,41
31,150478,10.6,84,135,82,6,0,9,38
31,11313,1.2,64,58,0,0,0,13,50
31,61311,5.5,45,112,0,45,0,22,55
31,1482,15.2,65,80,35,9,0,12,147
31,347991,14.6,247,86,15,8,0,28,0
31,42762,4.9,67,42,0,33,0,1,52
31,7161,1.1,43,33,0,3,0,6,31
31,107016,8.4,40,144,0,1,0,11,52
31,23008,2.1,67,78,0,0,0,14,24
31,60197,6.3,36,100,0,6,0,9,28
31,37003,3.7,83,39,2,0,0,26,30
31,104777,7.6,102,137,27,2,0,0,76
31,114114,8.8,86,101,101,3,0,15,84
31,29429,3.5,44,70,0,27,0,29,39
31,41265,3,40,139,3,31,0,11,2
31,34848,2.2,130,121,26,5,0,9,39
31,18564,1.7,71,56,0,0,0,28,13
31,61783,6.1,59,74,4,18,0,15,38
31,18149,12,119,124,68,49,2,0,127
31,9672,8,66,107,57,5,0,9,43
31,10272,8,79,102,66,4,0,10,119
32,128594,9.2,111,121,48,6,2,1,86
32,95419,6.8,95,138,48,9,0,0,57
32,10374,8,120,88,59,6,0,2,102
32,265215,11,259,112,15,49,0,52,5
32,55973,5.8,76,44,1,4,2,10,2
32,95818,9.2,48,95,1,6,0,11,47
32,38314,4.1,60,48,1,0,0,25,20
32,137581,8.6,147,110,72,4,0,6,147
32,16798,1.8,53,69,5,2,1,16,53
32,139241,8.2,145,145,42,9,2,14,137
32,28092,3,55,69,0,5,0,8,8
32,49728,6.4,49,42,0,4,0,7,22
32,27945,16.2,106,139,85,5,0,7,42
32,88594,7.6,118,76,39,45,0,12,33
32,36768,3.7,46,91,0,7,0,27,28
32,109309,7,113,140,66,11,0,2,76
32,72768,6.7,64,79,3,7,0,0,53
32,13209,1.7,43,51,0,12,0,21,40
32,61279,7.4,44,68,0,0,0,14,22
32,36768,7.4,31,31,6,0,0,1,14
32,52616,3.5,68,138,4,0,2,1,61
32,8613,6.6,92,111,29,8,0,0,103
32,106697,10,56,87,3,18,1,11,29
32,97232,8.4,71,126,30,5,0,12,118
32,46374,7,70,4,4,6,0,0,12
32,43074,4.2,74,56,2,0,2,30,57
32,70032,4.6,60,155,0,0,0,7,52
32,56279,5.7,38,102,0,31,1,9,41
32,50176,5.6,42,69,0,37,0,2,28
32,168,1.5,45,97,0,0,0,4,28
32,164783,12,113,122,33,6,2,2,109
32,132733,13,53,119,30,40,0,2,75
32,39749,4.8,65,38,2,22,1,17,41
32,17428,1.9,36,92,4,0,1,29,17
32,20495,3.3,65,3,5,2,0,9,20
32,39328,4.2,51,75,0,0,0,12,18
32,108354,9,105,102,27,6,0,0,61
32,1846,1.8,50,91,0,23,1,12,37
32,10179,1.7,65,3,0,1,0,4,12
32,103232,7.4,55,142,0,5,0,10,22
32,2069,2.9,29,71,0,0,2,0,39
32,41895,3.8,70,55,7,0,0,3,63
32,38937,2.5,96,108,3,0,0,20,25
32,116953,9,131,90,34,4,0,11,20
32,53998,5.8,54,56,2,3,0,0,6
32,7486,5.2,84,108,0,7,0,11,7
32,93936,7.6,56,131,38,5,2,7,42
32,93513,7.3,36,132,0,0,0,3,21
32,116604,7.6,139,104,76,9,0,13,47
32,26712,1.8,54,136,0,16,0,20,16
32,31299,3.1,50,87,3,0,2,8,14
32,266928,9.6,299,128,19,67,0,45,9
32,7722,5.2,98,133,33,18,2,3,65
32,86457,8.9,82,35,3,7,0,2,47
32,45711,4.8,56,68,5,36,0,18,29
32,14626,2.8,56,3,0,33,0,16,50
32,27843,4.7,31,48,4,0,0,1,10
32,28761,3.5,69,32,0,0,0,9,23
32,49344,3.2,120,114,46,42,2,8,50
32,25824,16,99,131,78,13,0,6,88
32,76384,6.2,72,75,0,30,0,12,14
32,61194,9.3,31,49,2,0,0,23,49
32,934,7.5,47,127,5,3,1,4,15
32,51499,3.6,98,120,88,7,0,3,80
32,250628,12.2,162,140,41,23,0,29,9
32,42666,2.6,140,115,37,12,0,9,72
32,91152,7.2,77,121,26,6,0,7,57
32,43074,4.2,65,70,0,0,0,4,52
32,29955,4.5,42,45,1,3,0,11,7
32,119246,9.6,97,104,53,4,0,13,60
32,134688,9.2,96,132,32,7,0,14,56
32,124722,8.2,103,118,65,11,0,3,104
32,28043,2.4,56,135,46,2,0,0,22
32,12485,2,34,50,0,36,0,9,14
32,454034,13.8,398,105,27,30,0,14,0
32,13689,1.4,38,100,1,5,0,22,35
32,81583,6.2,95,101,90,5,0,13,95
32,24079,3,37,74,0,15,0,8,38
32,43838,6.2,48,43,0,0,0,6,20
32,133235,9.8,102,123,48,10,2,1,108
32,53088,7.9,50,26,0,23,0,25,42
32,194705,6.2,394,81,36,41,9,50,10
32,68993,5.4,70,138,52,12,0,7,165
32,22996,3.8,36,45,0,2,2,12,36
32,55056,4.3,50,130,0,0,0,12,10
32,641,4,126,122,91,30,0,0,72
32,19263,2.1,78,33,2,0,0,6,13
32,40911,3.5,67,87,3,0,0,0,2
32,8332,6,80,105,0,0,0,7,13
32,187387,13,144,106,28,3,2,6,122
32,63816,4.8,109,119,31,36,0,6,104
33,61296,8.3,48,36,3,30,0,1,17
33,50822,5.2,100,64,30,49,2,4,65
33,42896,5.2,72,26,3,0,0,14,60
33,73421,6.8,38,115,3,0,0,5,31
33,61901,7.4,48,50,5,10,1,8,17
33,29877,3.8,66,65,26,6,2,0,40
33,59052,3.8,67,127,0,0,0,14,48
33,124444,7.4,150,143,30,4,0,8,173
33,17307,1.3,87,86,0,5,0,3,12
33,3738,4,58,52,1,0,0,17,18
33,126481,8.2,142,122,37,16,0,3,156
33,234,2.6,61,78,22,6,0,4,63
33,221174,16.4,95,138,28,29,0,0,146
33,69904,9.3,48,51,0,21,0,10,3
33,54054,4,133,95,39,9,0,8,26
33,11286,9.5,44,123,3,2,0,1,28
33,49358,3.2,115,151,33,3,0,15,31
33,90215,5.5,75,150,3,1,0,14,21
33,121958,6.9,94,118,3,0,0,14,46
33,146325,6.2,277,81,25,29,0,30,5
33,3801,3.4,60,89,3,0,0,0,20
